Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [28]
                0.00    0.00      20/40          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [14]
                0.00    0.00      20/20          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [21]
                0.00    0.00      20/100         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [10]
                0.00    0.00      20/40          std::_List_node<int>::_M_valptr() [13]
                0.00    0.00      20/20          void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [27]
                0.00    0.00      20/20          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [23]
                0.00    0.00      20/20          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [22]
-----------------------------------------------
                0.00    0.00      20/20          void std::__cxx11::list<int, std::allocator<int> >::emplace_back<int const&>(int const&) [31]
[33]     0.0    0.00    0.00      20         std::__cxx11::list<int, std::allocator<int> >::end() [33]
                0.00    0.00      20/20          std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [20]
-----------------------------------------------
                0.00    0.00      20/20          void std::__cxx11::list<int, std::allocator<int> >::emplace_back<int const&>(int const&) [31]
[34]     0.0    0.00    0.00      20         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [34]
                0.00    0.00      20/100         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [10]
                0.00    0.00      20/20          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [32]
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [29]
-----------------------------------------------
                0.00    0.00      20/20          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [21]
[35]     0.0    0.00    0.00      20         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [35]
-----------------------------------------------
                0.00    0.00      20/20          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [18]
[36]     0.0    0.00    0.00      20         operator new(unsigned long, void*) [36]
-----------------------------------------------
                0.00    0.00      11/11          void std::__cxx11::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [119]
[37]     0.0    0.00    0.00      11         std::operator!=(std::_List_const_iterator<int> const&, std::_List_const_iterator<int> const&) [37]
-----------------------------------------------
                0.00    0.00      10/10          std::_List_node<int>::_M_valptr() const [40]
[38]     0.0    0.00    0.00      10         __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [38]
                0.00    0.00      10/10          __gnu_cxx::__aligned_membuf<int>::_M_addr() const [39]
-----------------------------------------------
                0.00    0.00      10/10          __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [38]
[39]     0.0    0.00    0.00      10         __gnu_cxx::__aligned_membuf<int>::_M_addr() const [39]
-----------------------------------------------
                0.00    0.00      10/10          std::_List_const_iterator<int>::operator*() const [41]
[40]     0.0    0.00    0.00      10         std::_List_node<int>::_M_valptr() const [40]
                0.00    0.00      10/10          __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [38]
-----------------------------------------------
                0.00    0.00      10/10          void std::__cxx11::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [119]
[41]     0.0    0.00    0.00      10         std::_List_const_iterator<int>::operator*() const [41]
                0.00    0.00      10/10          std::_List_node<int>::_M_valptr() const [40]
-----------------------------------------------
                0.00    0.00      10/10          void std::__cxx11::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [119]
[42]     0.0    0.00    0.00      10         std::_List_const_iterator<int>::operator++() [42]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<int>::~allocator() [44]
[43]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<int>::~new_allocator() [43]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [117]
                0.00    0.00       1/6           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [114]
                0.00    0.00       2/6           main [1]
                0.00    0.00       2/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [67]
[44]     0.0    0.00    0.00       6         std::allocator<int>::~allocator() [44]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<int>::~new_allocator() [43]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [117]
                0.00    0.00       2/5           std::vector<int, std::allocator<int> >::~vector() [74]
                0.00    0.00       2/5           void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [115]
[45]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [45]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::_List_node<int> >::~allocator() [49]
[46]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [46]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<int>::allocator(std::allocator<int> const&) [50]
[47]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [47]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [116]
                0.00    0.00       1/4           std::__cxx11::list<int, std::allocator<int> >::list(std::initializer_list<int>, std::allocator<int> const&) [121]
                0.00    0.00       2/4           std::initializer_list<int>::end() const [60]
[48]     0.0    0.00    0.00       4         std::initializer_list<int>::begin() const [48]
-----------------------------------------------
                0.00    0.00       1/4           std::__cxx11::list<int, std::allocator<int> >::list(std::initializer_list<int>, std::allocator<int> const&) [121]
                0.00    0.00       1/4           std::__cxx11::list<int, std::allocator<int> >::list(std::__cxx11::list<int, std::allocator<int> > const&) [120]
                0.00    0.00       2/4           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [76]
[49]     0.0    0.00    0.00       4         std::allocator<std::_List_node<int> >::~allocator() [49]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [46]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [114]
                0.00    0.00       1/4           std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [109]
                0.00    0.00       2/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [66]
[50]     0.0    0.00    0.00       4         std::allocator<int>::allocator(std::allocator<int> const&) [50]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [47]
-----------------------------------------------
                0.00    0.00       2/4           std::__cxx11::_List_base<int, std::allocator<int> >::_List_base(std::allocator<std::_List_node<int> >&&) [78]
                0.00    0.00       2/4           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [75]
[51]     0.0    0.00    0.00       4         std::remove_reference<std::allocator<std::_List_node<int> >&>::type&& std::move<std::allocator<std::_List_node<int> >&>(std::allocator<std::_List_node<int> >&) [51]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [54]
[52]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&) [52]
-----------------------------------------------
                0.00    0.00       1/3           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [110]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [56]
[53]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<int>::max_size() const [53]
-----------------------------------------------
                0.00    0.00       1/3           std::allocator_traits<std::allocator<std::_List_node<int> > >::select_on_container_copy_construction(std::allocator<std::_List_node<int> > const&) [108]
                0.00    0.00       2/3           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [75]
[54]     0.0    0.00    0.00       3         std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [54]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&) [52]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [71]
[55]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [72]
[56]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [56]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<int>::max_size() const [53]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<int>::allocator() [62]
[57]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::new_allocator() [57]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::begin() const [100]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::end() const [98]
[58]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [58]
-----------------------------------------------
                0.00    0.00       2/2           int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [86]
[59]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [59]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [116]
                0.00    0.00       1/2           std::__cxx11::list<int, std::allocator<int> >::list(std::initializer_list<int>, std::allocator<int> const&) [121]
[60]     0.0    0.00    0.00       2         std::initializer_list<int>::end() const [60]
                0.00    0.00       2/4           std::initializer_list<int>::begin() const [48]
                0.00    0.00       2/2           std::initializer_list<int>::size() const [61]
-----------------------------------------------
                0.00    0.00       2/2           std::initializer_list<int>::end() const [60]
[61]     0.0    0.00    0.00       2         std::initializer_list<int>::size() const [61]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[62]     0.0    0.00    0.00       2         std::allocator<int>::allocator() [62]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::new_allocator() [57]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [89]
[63]     0.0    0.00    0.00       2         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [63]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<int*>(int*, int*) [90]
[64]     0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [64]
-----------------------------------------------
                0.00    0.00       1/2           void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [115]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [105]
[65]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [65]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [72]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [106]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [107]
[66]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [66]
                0.00    0.00       2/4           std::allocator<int>::allocator(std::allocator<int> const&) [50]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [69]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [70]
[67]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [67]
                0.00    0.00       2/6           std::allocator<int>::~allocator() [44]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [70]
[68]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [68]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [66]
[69]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [69]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::~vector() [74]
[70]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [70]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [67]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [68]
[71]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [71]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [65]
[72]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [72]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [56]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::list<int, std::allocator<int> >::begin() const [103]
                0.00    0.00       1/2           std::__cxx11::list<int, std::allocator<int> >::end() const [102]
[73]     0.0    0.00    0.00       2         std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [73]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[74]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::~vector() [74]
                0.00    0.00       2/5           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [45]
                0.00    0.00       2/2           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [91]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [70]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<int, std::allocator<int> >::_List_base(std::allocator<std::_List_node<int> >&&) [78]
[75]     0.0    0.00    0.00       2         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [75]
                0.00    0.00       2/4           std::remove_reference<std::allocator<std::_List_node<int> >&>::type&& std::move<std::allocator<std::_List_node<int> >&>(std::allocator<std::_List_node<int> >&) [51]
                0.00    0.00       2/2           std::__detail::_List_node_header::_List_node_header() [82]
                0.00    0.00       2/3           std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [54]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [79]
[76]     0.0    0.00    0.00       2         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [76]
                0.00    0.00       2/4           std::allocator<std::_List_node<int> >::~allocator() [49]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [79]
[77]     0.0    0.00    0.00       2         std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [77]
                0.00    0.00      20/40          std::_List_node<int>::_M_valptr() [13]
                0.00    0.00      20/40          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [14]
                0.00    0.00      20/20          void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [25]
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [30]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::list<int, std::allocator<int> >::list(std::initializer_list<int>, std::allocator<int> const&) [121]
                0.00    0.00       1/2           std::__cxx11::list<int, std::allocator<int> >::list(std::__cxx11::list<int, std::allocator<int> > const&) [120]
[78]     0.0    0.00    0.00       2         std::__cxx11::_List_base<int, std::allocator<int> >::_List_base(std::allocator<std::_List_node<int> >&&) [78]
                0.00    0.00       2/4           std::remove_reference<std::allocator<std::_List_node<int> >&>::type&& std::move<std::allocator<std::_List_node<int> >&>(std::allocator<std::_List_node<int> >&) [51]
                0.00    0.00       2/2           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [75]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::list<int, std::allocator<int> >::~list() [80]
[79]     0.0    0.00    0.00       2         std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [79]
                0.00    0.00       2/2           std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [77]
                0.00    0.00       2/2           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [76]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[80]     0.0    0.00    0.00       2         std::__cxx11::list<int, std::allocator<int> >::~list() [80]
                0.00    0.00       2/2           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [79]
-----------------------------------------------
                0.00    0.00       2/2           std::__detail::_List_node_header::_List_node_header() [82]
[81]     0.0    0.00    0.00       2         std::__detail::_List_node_header::_M_init() [81]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> >&&) [75]
[82]     0.0    0.00    0.00       2         std::__detail::_List_node_header::_List_node_header() [82]
                0.00    0.00       2/2           std::__detail::_List_node_header::_M_init() [81]
-----------------------------------------------
                0.00    0.00       2/2           int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [131]
[83]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [83]
-----------------------------------------------
                0.00    0.00       2/2           int* std::copy<int const*, int*>(int const*, int const*, int*) [132]
[84]     0.0    0.00    0.00       2         int const* std::__miter_base<int const*>(int const*) [84]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [124]
[85]     0.0    0.00    0.00       2         int const* std::__niter_base<int const*>(int const*) [85]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [123]
[86]     0.0    0.00    0.00       2         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [86]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [59]
-----------------------------------------------
                0.00    0.00       1/2           int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [123]
                0.00    0.00       1/2           int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [124]
[87]     0.0    0.00    0.00       2         int* std::__niter_base<int*>(int*) [87]
-----------------------------------------------
                0.00    0.00       1/2           int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [123]
                0.00    0.00       1/2           int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [124]
[88]     0.0    0.00    0.00       2         int* std::__niter_wrap<int*>(int* const&, int*) [88]
-----------------------------------------------
                0.00    0.00       1/2           int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [123]
                0.00    0.00       1/2           int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [124]
[89]     0.0    0.00    0.00       2         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [89]
                0.00    0.00       2/2           int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [63]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [91]
[90]     0.0    0.00    0.00       2         void std::_Destroy<int*>(int*, int*) [90]
                0.00    0.00       2/2           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [64]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::~vector() [74]
[91]     0.0    0.00    0.00       2         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [91]
                0.00    0.00       2/2           void std::_Destroy<int*>(int*, int*) [90]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [137]
[92]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z5dummyv [92]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [93]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z5dummyv [92]
[93]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [93]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [104]
[94]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [94]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<int, std::allocator<int> >::list(std::__cxx11::list<int, std::allocator<int> > const&) [120]
[95]     0.0    0.00    0.00       1         __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<int> >, std::_List_node<int> >::_S_select_on_copy(std::allocator<std::_List_node<int> > const&) [95]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::_List_node<int> > >::select_on_container_copy_construction(std::allocator<std::_List_node<int> > const&) [108]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [117]
[96]     0.0    0.00    0.00       1         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [96]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [109]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [117]
[97]     0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [97]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [117]
[98]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::end() const [98]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [58]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [117]
[99]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::size() const [99]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [117]
[100]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::begin() const [100]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [58]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<int, std::allocator<int> >::list(std::__cxx11::list<int, std::allocator<int> > const&) [120]
[101]    0.0    0.00    0.00       1         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [101]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<int, std::allocator<int> >::list(std::__cxx11::list<int, std::allocator<int> > const&) [120]
[102]    0.0    0.00    0.00       1         std::__cxx11::list<int, std::allocator<int> >::end() const [102]
                0.00    0.00       1/2           std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [73]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<int, std::allocator<int> >::list(std::__cxx11::list<int, std::allocator<int> > const&) [120]
[103]    0.0    0.00    0.00       1         std::__cxx11::list<int, std::allocator<int> >::begin() const [103]
                0.00    0.00       1/2           std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [73]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<int, std::allocator<int> >::list(std::initializer_list<int>, std::allocator<int> const&) [121]
[104]    0.0    0.00    0.00       1         std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [104]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [94]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [107]
[105]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [105]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [65]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [116]
[106]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [106]
